Group,Br_MCR,NB_MCR,Exposure,Vulnerability,Hazard,Norm_Exposure,Norm_Vulnerability,Norm_Hazard,Risk,Norm_Risk
14_202,14,202,0.032898886,10.33333333,1.002052394,6.774035977,41.61538462,59.73710693,16840.13612,0.035179045
14_203,14,203,0.063220885,10.33333333,0.884522764,17.06481091,41.61538462,47.47024739,33711.40772,0.070661603
14_204,14,204,0.122401123,10.2,0.934436135,37.14958526,40.6,52.67983002,79455.57377,0.16686775
14_205,14,205,0.055004689,10,1.053967215,14.27637262,39.07692308,65.15558583,36348.78418,0.076208361
14_211,14,211,0.122017399,11,0.867094992,37.0193559,46.69230769,45.65126748,78909.09035,0.165718422
14_212,14,212,0.11397283,11.33333333,1.174373552,34.28916483,49.23076923,77.72269448,131202.2785,0.275698045
14_214,14,214,0.156201676,13,1.114379348,48.62092293,61.92307692,71.46095028,215151.567,0.452254713
14_221,14,221,0.075682086,13.25,1.04507485,21.29393226,63.82692308,64.22746758,87293.23243,0.183351403
14_222,14,222,0.291652332,14,1.122458131,94.59059043,69.53846154,72.30415297,475593.8799,1
14_231,14,231,0.077745484,13,1.124792497,21.99421472,61.92307692,72.54779657,98806.43165,0.207565212
14_232,14,232,0.099101934,13,0.733535656,29.2422338,61.92307692,31.71134763,57421.92819,0.120528024
14_241,14,241,0.069567176,14,0.918426105,19.21863512,69.53846154,51.00882331,68169.94207,0.143132545
14_242,14,242,0.069574377,14,0.720114269,19.2210788,69.53846154,30.3105242,40513.17545,0.084966638
15_5,15,5,0.03414039,9.5625,0.669317139,7.195381438,35.74519231,25.00870144,6432.245343,0.013289848
15_9,15,9,0.044268909,9.111111111,0.831768755,10.63282999,32.30769231,41.96418041,14415.62757,0.030079977
15_10,15,10,0.063272293,9.333333333,0.819714731,17.08225802,34,40.70607192,23641.95521,0.049484188
15_11,15,11,0.064339632,8.285714286,0.922217964,17.44449472,26.02197802,51.40458915,23334.61246,0.048837804
15_13,15,13,0.029756966,8.214285714,0.948050822,5.70772148,25.47802198,54.10082874,7867.421141,0.016308216
15_14,15,14,0.02827953,8.333333333,1.100540891,5.206304422,26.38461538,70.01659613,9617.923532,0.019989759
15_15,15,15,0.274299316,9.028571429,0.836810374,88.70126953,31.67912088,42.49038662,119397.0618,0.250870083
15_16,15,16,0.084018434,9.454545455,0.958988678,24.12314813,34.92307692,55.24243991,46539.24528,0.097640275
15_18,15,18,0.050122378,8.238095238,0.958550992,12.61939868,25.65934066,55.1967575,17873.01088,0.03735132
15_20,15,20,0.0327626,8.794117647,0.98300735,6.727782811,29.89366516,57.74932836,11614.43442,0.02418869
15_22,15,22,0.020922977,8.111111111,0.92155224,2.709614516,24.69230769,51.33510585,3434.659208,0.00698552
15_24,15,24,0.030885492,8.535714286,1.083275435,6.09072395,27.92582418,68.21455765,11602.51084,0.024163613
15_28,15,28,0.026923861,7.952380952,1.112312165,4.746213424,23.48351648,71.24519331,7940.831165,0.016462607
15_31,15,31,0.023039805,8.95,0.913088304,3.428030341,31.08076923,50.45170377,5375.418145,0.011067198
15_33,15,33,0.060079204,9.303030303,0.846768441,15.99857737,33.76923077,43.52973488,23517.35938,0.049222146
15_122,15,122,0.069275982,9.3,0.838900738,19.1198086,33.74615385,42.70856311,27556.4192,0.057716833
15_134,15,134,0.081689168,8.846153846,0.784063573,23.33263453,30.28994083,36.98507194,26138.98209,0.054735772
15_135,15,135,0.086129077,12,0.818067093,24.83946491,54.30769231,40.53410384,54679.45289,0.114760228
15_136,15,136,0.087140592,12,0.936952379,25.18275611,54.30769231,52.94245663,72405.02332,0.152039492
15_141,15,141,0.05613681,10,0.62549267,14.66059544,39.07692308,20.43463269,11706.81634,0.024382982
15_142,15,142,0.050811912,10,0.858213616,12.85341492,39.07692308,44.72429625,22463.75752,0.047006279
15_143,15,143,0.074801046,9.153846154,0.85106621,20.99492214,32.63313609,43.97830371,30130.86188,0.063131233
15_145,15,145,0.103787757,10,0.88744471,30.83252306,39.07692308,47.77521814,57561.50013,0.120821562
15_151,15,151,0.053784603,8.571428571,0.813767978,13.86229589,28.1978022,40.08539451,15668.83064,0.032715632
15_152,15,152,0.085617901,10,0.738809553,24.66598046,39.07692308,32.26179738,31096.19867,0.065161466
15_155,15,155,0.086485294,12,0.65697974,24.96035903,54.30769231,23.72101646,32154.77475,0.067387794
15_156,15,156,0.094956418,10,0.869856161,27.83531548,39.07692308,45.93945762,49969.1971,0.104853926
15_157,15,157,0.084588762,9.125,0.842353786,24.31670784,32.41346154,43.06896638,33946.47151,0.071155974
15_162,15,162,0.053929024,8.666666667,0.806144357,13.91130998,28.92307692,39.28969826,15808.52003,0.033009418
15_171,15,171,0.027036686,9.166666667,0.814785449,4.784504382,32.73076923,40.19159051,6294.023525,0.012999149
15_173,15,173,0.049690693,8,0.806727191,12.47289195,23.84615385,39.35053009,11704.04785,0.024377159
15_181,15,181,0.055054893,10,0.683707431,14.29341106,39.07692308,26.51065199,14807.32648,0.030903773
15_182,15,182,0.08057415,13,0.743150008,22.95421648,61.92307692,32.7148215,46500.70702,0.097559224
15_183,15,183,0.086773436,12,0.733243062,25.05814934,54.30769231,31.68080897,43112.83725,0.090434077
15_184,15,184,0.051645375,11,0.808572645,13.13627804,46.69230769,39.54314475,24254.30728,0.050772046
15_191,15,191,0.079986211,13,0.813621874,22.75467971,61.92307692,40.0701453,56460.42881,0.118505861
15_192,15,192,0.066227887,10,0.600125743,18.0853367,39.07692308,17.78702346,12570.43297,0.026199284
15_201,15,201,0.054467313,8.25,0.817626366,14.09399621,25.75,40.48810412,14693.95904,0.030665346
15_202,15,202,0.051676888,7.666666667,0.738321877,13.14697307,21.30769231,32.21089742,9023.292062,0.018739169
15_203,15,203,0.044771034,6,0.620792247,10.80324263,8.615384615,19.94403788,1856.273183,0.003665962
15_204,15,204,0.05079828,7.666666667,0.670705618,12.84878848,21.30769231,25.15362051,6886.508704,0.014245225
15_205,15,205,0.044674206,6,0.790236698,10.77038117,8.615384615,37.62937632,3491.666563,0.007105415
15_211,15,211,0.0323204,5,0.603364475,6.577707504,1,18.12505797,119.2213298,1.27E-05
15_212,15,212,0.055218916,8.25,0.910643035,14.34907783,25.75,50.19648497,18547.03669,0.038768887
15_213,15,213,0.031990075,5,0.830347373,6.465600854,1,41.81582723,270.3644483,0.000330582
15_214,15,214,0.057320255,8.25,0.850648831,15.06223678,25.75,43.93474077,17040.20331,0.035599813
15_221,15,221,0.080068554,9.5,0.781344333,22.78262548,35.26923077,36.70125807,29490.40319,0.061784262
15_222,15,222,0.058763444,9.75,0.858727614,15.55203069,37.17307692,44.77794346,25886.88287,0.054205573
15_231,15,231,0.051038731,8.8,0.86106198,12.93039334,29.93846154,45.02158706,17428.58046,0.036416623
15_232,15,232,0.058850058,10.4,0.469805139,15.58142618,42.12307692,4.185138124,2746.863569,0.005538994
15_241,15,241,0.057403957,8.25,0.654695588,15.09064384,25.75,23.4826138,9124.969854,0.018953011
15_242,15,242,0.046249108,7.5,0.456383752,11.30487626,20.03846154,2.784314695,630.7372904,0.001088495
16_5,16,5,0.034416159,9,0.791495443,7.288973047,31.46153846,37.76075473,8659.383345,0.01797382
16_9,16,9,0.075272527,9.05,0.95394706,21.15493484,31.84230769,54.71623369,36858.05573,0.077279428
16_10,16,10,0.079400752,9.25,0.941893036,22.55598481,33.36538462,53.45812521,40232.00279,0.084375294
16_11,16,11,0.077170889,8.5,1.044396269,21.79920704,27.65384615,64.15664243,38675.67179,0.08110212
16_13,16,13,0.056782007,8.363636364,1.070229127,14.8795643,26.61538462,66.85288203,26475.43445,0.055443376
16_14,16,14,0.064378816,8.153846154,1.222719195,17.45779322,25.01775148,82.76864942,36149.59932,0.075789449
16_15,16,15,0.034795568,8.68,0.958988678,7.417738,29.02461538,55.24243991,11893.53117,0.024775668
16_16,16,16,0.112862602,9.285714286,1.081166982,33.91237218,33.63736264,67.99449319,77562.866,0.16288713
16_18,16,18,0.104494009,8.380952381,1.080729296,31.07221301,26.74725275,67.94881079,56472.00761,0.118530213
16_20,16,20,0.058307803,8.409090909,1.105185654,15.39739374,26.96153846,70.50138165,29267.76194,0.061316017
16_22,16,22,0.062219906,8,1.043730545,16.72509572,23.84615385,64.08715913,25559.83077,0.053517738
16_24,16,24,0.035328345,7.944444444,1.20545374,7.598553378,23.42307692,80.96661094,14410.55889,0.030069317
16_28,16,28,0.033363529,8.0625,1.23449047,6.931727929,24.32211538,83.9972466,14161.45586,0.02954542
16_31,16,31,0.053801336,7.727272727,1.035266608,13.86797487,21.76923077,63.20375706,19080.90742,0.039891689
16_33,16,33,0.105619814,8.769230769,0.968946746,31.4542921,29.70414201,56.28178816,52585.35562,0.11035606
16_122,16,122,0.089904457,9.714285714,0.961079042,26.12076507,36.9010989,55.4606164,53457.65265,0.112190618
16_134,16,134,0.071863814,8.8,0.906241877,19.99807542,29.93846154,49.73712522,29778.19441,0.062389526
16_143,16,143,0.111518693,8.25,0.973244515,33.45627214,25.75,56.730357,48873.14626,0.102548783
16_151,16,151,0.044072936,7.5,0.935946282,10.56632013,20.03846154,52.8374478,11187.42074,0.023290623
16_152,16,152,0.099660916,10,0.860987857,29.43194275,39.07692308,45.01385067,51770.86912,0.108643085
16_155,16,155,0.079107421,13,0.779158044,22.45643331,61.92307692,36.47306975,50718.4094,0.10642962
16_157,16,157,0.043564347,8,0.964532091,10.39371365,23.84615385,55.82101967,13835.24501,0.028859354
16_162,16,162,0.049800234,8.25,0.928322662,12.51006855,25.75,52.04175155,16764.43139,0.035019828
16_171,16,171,0.035011917,5,0.936963754,7.491163146,1,52.9436438,396.6094733,0.000596092
16_173,16,173,0.036626561,5,0.928905495,8.03914616,1,52.10258338,418.8602831,0.000642889
16_181,16,181,0.045996205,9.333333333,0.805885735,11.21904514,34,39.26270527,14976.66214,0.031259908
16_182,16,182,0.078994714,13,0.865328313,22.41818244,61.92307692,45.46687479,63117.24451,0.132506041
16_184,16,184,0.044107016,9,0.93075095,10.57788627,31.46153846,52.29519804,17403.66283,0.036364218
16_191,16,191,0.079174172,13,0.935800179,22.4790876,61.92307692,52.82219859,73527.14136,0.154399458
16_192,16,192,0.049487583,10,0.722304047,12.40395981,39.07692308,30.53907675,14802.55263,0.030893733
16_201,16,201,0.041487423,7.5,0.939804671,9.688840478,20.03846154,53.24015741,10336.54767,0.021501122
16_202,16,202,0.036985763,5,0.860500181,8.161053022,1,44.96295071,366.9450248,0.000533704
16_203,16,203,0.036547187,5,0.742970551,8.012207897,1,32.69609117,261.9678798,0.000312923
16_204,16,204,0.036636799,5,0.792883923,8.042620721,1,37.9056738,304.8609575,0.000403133
16_205,16,205,0.036860227,5,0.912415002,8.118448341,1,50.38142961,409.0190336,0.000622191
16_211,16,211,0.036925282,5,0.725542779,8.140527063,1,30.87711126,251.3559598,0.000290605
16_212,16,212,0.04155977,7.5,1.032821339,9.713394054,20.03846154,62.94853826,12252.39622,0.02553041
16_213,16,213,0.036553694,5,0.952525678,8.014416385,1,54.56788052,437.3297157,0.000681733
16_214,16,214,0.041561335,7.5,0.972827135,9.713925073,20.03846154,56.68679406,11034.2043,0.022968388
16_221,16,221,0.049264069,9.75,0.903522637,12.32810322,37.17307692,49.45331136,22663.14354,0.047425615
16_222,16,222,0.058699274,10.5,0.980905918,15.53025237,42.88461538,57.52999675,38315.48982,0.080344609
16_231,16,231,0.045487235,8.666666667,0.983240284,11.04630943,28.92307692,57.77364035,18458.28855,0.038582238
16_232,16,232,0.06965176,11.33333333,0.591983443,19.24734153,49.23076923,16.93719141,16049.0293,0.033515241
16_241,16,241,0.041502418,7.5,0.776873892,9.693929584,20.03846154,36.23466709,7038.636084,0.01456517
16_242,16,242,0.041600125,7.5,0.578562057,9.727089752,20.03846154,15.53636798,3028.285364,0.006130861
18_5,18,5,0.06001466,8.785714286,0.791057757,15.97667212,29.82967033,37.71507232,17974.20626,0.037564148
18_9,18,9,0.066362569,8.476190476,0.953509374,18.13104543,27.47252747,54.67055129,27231.71014,0.057033926
18_10,18,10,0.068654866,8.25,0.941455349,18.90901245,25.75,53.41244281,26006.89606,0.054457977
18_11,18,11,0.071100801,7.9,1.043958583,19.73912166,23.08461538,64.11096003,29213.44318,0.061201778
18_13,18,13,0.042883363,7.823529412,1.069791441,10.16259899,22.50226244,66.80719962,15277.56859,0.031892755
18_14,18,14,0.068933856,7.869565217,1.222281509,19.00369698,22.85284281,82.72296701,35925.63325,0.075318418
18_15,18,15,0.03745421,8.5625,0.958550992,8.320036132,28.12980769,55.1967575,12918.30523,0.026930906
18_16,18,16,0.092381682,8.5,1.080729296,26.96149339,27.65384615,67.94881079,50661.88524,0.106310742
18_18,18,18,0.146993266,8.25,1.08029161,45.49574389,25.75,67.90312839,79549.56097,0.167065418
18_20,18,20,0.094605728,8.512195122,1.104747968,27.7162972,27.7467167,70.45569925,54182.98649,0.113716093
18_22,18,22,0.051668463,8.047619048,1.043292858,13.14411381,24.20879121,64.04147673,20378.19686,0.042620064
18_24,18,24,0.04430915,8.352941176,1.205016053,10.6464872,26.53393665,80.92092854,22859.61342,0.047838817
18_28,18,28,0.059222554,7.814814815,1.234052783,15.70784496,22.43589744,83.95156419,29586.17655,0.061985686
18_31,18,31,0.056746979,8.416666667,1.034828922,14.86767633,27.01923077,63.15807466,25371.43087,0.053121508
18_33,18,33,0.090814463,8.742857143,0.968509059,26.42960587,29.5032967,56.23610576,43850.69416,0.091985889
18_122,18,122,0.071068893,9,0.960641356,19.72829257,31.46153846,55.41493399,34395.07619,0.07209945
18_134,18,134,0.061590809,8.611111111,0.905804191,16.51159057,28.5,49.69144282,23383.81562,0.048941285
18_135,18,135,0.016355671,7,0.939807711,1.159548044,16.23076923,53.24047473,1002.004726,0.00186932
18_136,18,136,0.071379482,6.75,1.058692997,19.83370122,14.32692308,65.64882752,18654.50244,0.038994902
18_141,18,141,0.087501576,7.333333333,0.747233288,25.30526797,18.76923077,33.14100357,15740.66478,0.032866709
18_143,18,143,0.083460541,8.9375,0.972806828,23.93380864,30.98557692,56.68467459,42037.51729,0.088172534
18_144,18,144,0.085664493,8,1.033178583,24.68179274,23.84615385,62.98582472,37071.30401,0.077727918
18_145,18,145,0.03749645,7.25,1.009185328,8.334371785,18.13461538,60.48158902,9141.225274,0.018987198
18_146,18,146,0.094046302,7,0.971958552,27.52643747,16.23076923,56.5961379,25285.7539,0.052941318
18_151,18,151,0.065479373,7.375,0.935508596,17.83130376,19.08653846,52.79176539,17967.03673,0.037549069
18_152,18,152,0.08536694,6.666666667,0.860550171,24.5808085,13.69230769,44.96816827,15134.84615,0.031592591
18_155,18,155,0.072898456,12.66666667,0.778720358,20.34921545,59.38461538,36.42738735,44019.95981,0.092341878
18_156,18,156,0.071121125,8.5,0.99159678,19.7460193,27.65384615,58.64582851,32023.75288,0.067112238
18_157,18,157,0.05230207,7.777777778,0.964094404,13.35914928,22.15384615,55.77533727,16507.07572,0.034478574
18_162,18,162,0.054781652,8,0.927884975,14.20067754,23.84615385,51.99606915,17607.50904,0.036792934
18_171,18,171,0.052236252,7.4,0.936526067,13.33681178,19.27692308,52.8979614,13599.67945,0.028363928
18_173,18,173,0.042880426,7,0.928467809,10.16160226,16.23076923,52.05690097,8585.777018,0.017819015
18_181,18,181,0.046940797,9.333333333,0.805448049,11.53962358,34,39.21702287,15386.68919,0.03212225
18_182,18,182,0.076823751,13,0.864890626,21.68139423,61.92307692,45.42119239,60981.52282,0.128014331
18_184,18,184,0.048666785,11,0.930313264,12.1253948,46.69230769,52.24951564,29581.72502,0.061976324
18_191,18,191,0.076493194,13,0.935362492,21.56920866,61.92307692,52.77651619,70489.99157,0.148011922
18_192,18,192,0.058855566,10,0.721866361,15.58329549,39.07692308,30.49339434,18568.86829,0.038814802
18_201,18,201,0.048187664,8.4,0.939366985,11.96278922,26.89230769,53.19447501,17113.03543,0.035752989
18_202,18,202,0.0436558,8.333333333,0.860062495,10.42475112,26.38461538,44.9172683,12354.63159,0.025745425
18_203,18,203,0.039466755,7,0.742532865,9.00306002,16.23076923,32.65040876,4771.09288,0.009796221
18_204,18,204,0.043446821,8.333333333,0.792446237,10.35382738,26.38461538,37.85999139,10342.65883,0.021513975
18_205,18,205,0.03941017,7,0.911977316,8.983856111,16.23076923,50.33574721,7339.701711,0.015198351
18_211,18,211,0.035909099,5,0.725105093,7.795651563,1,30.83142886,240.3510766,0.00026746
18_212,18,212,0.047887741,9.8,1.032383653,11.86100068,37.55384615,62.90285586,28018.57972,0.058688819
18_213,18,213,0.039287715,7,0.952087992,8.942296901,16.23076923,54.52219812,7913.371321,0.016404856
18_214,18,214,0.046182848,8.75,0.972389449,11.28238872,29.55769231,56.64111165,18888.75576,0.039487568
18_221,18,221,0.05443523,10.42857143,0.903084951,14.08310785,42.34065934,49.40762896,29461.17981,0.061722801
18_222,18,222,0.060588649,11,0.980468232,16.17147439,46.69230769,57.48431434,43405.45485,0.091049491
18_231,18,231,0.04838028,9.2,0.982802598,12.02815996,32.98461538,57.72795795,22903.23423,0.047930558
18_232,18,232,0.07886708,10.8,0.591545757,22.37486559,45.16923077,16.89150901,17071.49593,0.035665626
18_241,18,241,0.046351274,8.75,0.776436206,11.33954953,29.55769231,36.18898469,12129.49514,0.025271932
